stock,filing_date,release_type,gap,move_up,move_down,move_close,vp_before,vp_after
AMCR,2024-05-01,BMO,"date
2024-04-30 04:00:00   NaN
2024-05-01 04:00:00   NaN
dtype: float64","date
2024-05-01 04:00:00    4.13
dtype: float64","date
2024-05-01 04:00:00   -2.72
dtype: float64","date
2024-05-01 04:00:00    2.51
dtype: float64",140424084,246943165
AMCR,2024-11-01,BMO,"date
2024-10-31 04:00:00   NaN
2024-11-01 04:00:00   NaN
dtype: float64","date
2024-11-01 04:00:00    1.63
dtype: float64","date
2024-11-01 04:00:00   -2.87
dtype: float64","date
2024-11-01 04:00:00   -1.91
dtype: float64",154690282,186307725
AMCR,2025-02-05,BMO,"date
2025-02-04 05:00:00   NaN
2025-02-05 05:00:00   NaN
dtype: float64","date
2025-02-05 05:00:00    2.42
dtype: float64","date
2025-02-05 05:00:00   -0.1
dtype: float64","date
2025-02-05 05:00:00    0.99
dtype: float64",399645415,436214949
AEE,2025-02-18,AMC,"date
2025-02-18 05:00:00   NaN
2025-02-19 05:00:00   NaN
dtype: float64","date
2025-02-19 05:00:00    0.13
dtype: float64","date
2025-02-19 05:00:00   -1.3
dtype: float64","date
2025-02-19 05:00:00   -0.64
dtype: float64",200980703,208375874
AEP,2024-02-26,AMC,"date
2024-02-26 05:00:00   NaN
2024-02-27 05:00:00   NaN
dtype: float64","date
2024-02-27 05:00:00    0.68
dtype: float64","date
2024-02-27 05:00:00   -2.49
dtype: float64","date
2024-02-27 05:00:00    0.57
dtype: float64",380048777,632162080
AEP,2024-04-30,BMO,"date
2024-04-29 04:00:00   NaN
2024-04-30 04:00:00   NaN
dtype: float64","date
2024-04-30 04:00:00    0.91
dtype: float64","date
2024-04-30 04:00:00   -1.68
dtype: float64","date
2024-04-30 04:00:00   -1.68
dtype: float64",247318825,502182625
AEP,2024-07-30,BMO,"date
2024-07-29 04:00:00   NaN
2024-07-30 04:00:00   NaN
dtype: float64","date
2024-07-30 04:00:00    2.26
dtype: float64","date
2024-07-30 04:00:00   -0.01
dtype: float64","date
2024-07-30 04:00:00    2.22
dtype: float64",228722352,382025998
AEP,2024-11-06,BMO,"date
2024-11-05 05:00:00   NaN
2024-11-06 05:00:00   NaN
dtype: float64","date
2024-11-06 05:00:00    0.88
dtype: float64","date
2024-11-06 05:00:00   -2.98
dtype: float64","date
2024-11-06 05:00:00   -2.91
dtype: float64",594991986,637231034
AIG,2025-02-13,AMC,"date
2025-02-13 05:00:00   NaN
2025-02-14 05:00:00   NaN
dtype: float64","date
2025-02-14 05:00:00    0.28
dtype: float64","date
2025-02-14 05:00:00   -2.83
dtype: float64","date
2025-02-14 05:00:00   -2.31
dtype: float64",278191500,406099887
AMT,2024-04-30,AMC,"date
2024-04-30 04:00:00   NaN
2024-05-01 04:00:00   NaN
dtype: float64","date
2024-05-01 04:00:00    3.19
dtype: float64","date
2024-05-01 04:00:00   -1.03
dtype: float64","date
2024-05-01 04:00:00    2.05
dtype: float64",636616098,671906196
AMT,2024-07-30,AMC,"date
2024-07-30 04:00:00   NaN
2024-07-31 04:00:00   NaN
dtype: float64","date
2024-07-31 04:00:00    0.37
dtype: float64","date
2024-07-31 04:00:00   -1.58
dtype: float64","date
2024-07-31 04:00:00   -0.5
dtype: float64",545990935,647716502
AMT,2025-04-29,AMC,"date
2025-04-29 04:00:00   NaN
2025-04-30 04:00:00   NaN
dtype: float64","date
2025-04-30 04:00:00    2.14
dtype: float64","date
2025-04-30 04:00:00   -0.35
dtype: float64","date
2025-04-30 04:00:00    1.83
dtype: float64",702698403,772875783
AWK,2024-02-14,AMC,"date
2024-02-14 05:00:00   NaN
2024-02-15 05:00:00   NaN
dtype: float64","date
2024-02-15 05:00:00    1.65
dtype: float64","date
2024-02-15 05:00:00   -1.4
dtype: float64","date
2024-02-15 05:00:00    1.59
dtype: float64",176223806,214001775
AWK,2025-02-19,AMC,"date
2025-02-19 05:00:00   NaN
2025-02-20 05:00:00   NaN
dtype: float64","date
2025-02-20 05:00:00    1.39
dtype: float64","date
2025-02-20 05:00:00   -2.61
dtype: float64","date
2025-02-20 05:00:00   -1.02
dtype: float64",230898538,238109690
AWK,2024-05-01,AMC,"date
2024-05-01 04:00:00   NaN
2024-05-02 04:00:00   NaN
dtype: float64","date
2024-05-02 04:00:00    1.91
dtype: float64","date
2024-05-02 04:00:00   -1.07
dtype: float64","date
2024-05-02 04:00:00    1.79
dtype: float64",339386873,343814861
AWK,2024-10-30,AMC,"date
2024-10-30 04:00:00   NaN
2024-10-31 04:00:00   NaN
dtype: float64","date
2024-10-31 04:00:00    1.56
dtype: float64","date
2024-10-31 04:00:00   -2.06
dtype: float64","date
2024-10-31 04:00:00    0.2
dtype: float64",180449246,212902701
AWK,2025-07-30,AMC,"date
2025-07-30 04:00:00   NaN
2025-07-31 04:00:00   NaN
dtype: float64","date
2025-07-31 04:00:00    1.86
dtype: float64","date
2025-07-31 04:00:00   -0.72
dtype: float64","date
2025-07-31 04:00:00    1.26
dtype: float64",154876458,287832223
AWK,2025-10-29,AMC,"date
2025-10-29 04:00:00   NaN
2025-10-30 04:00:00   NaN
dtype: float64","date
2025-10-30 04:00:00    0.71
dtype: float64","date
2025-10-30 04:00:00   -2.83
dtype: float64","date
2025-10-30 04:00:00   -2.64
dtype: float64",287566171,299138940
AMGN,2024-02-14,AMC,"date
2024-02-14 05:00:00   NaN
2024-02-15 05:00:00   NaN
dtype: float64","date
2024-02-15 05:00:00    0.86
dtype: float64","date
2024-02-15 05:00:00   -0.79
dtype: float64","date
2024-02-15 05:00:00    0.41
dtype: float64",759196730,835414517
AMGN,2024-05-02,AMC,"date
2024-05-02 04:00:00   NaN
2024-05-03 04:00:00   NaN
dtype: float64","date
2024-05-03 04:00:00    2.94
dtype: float64","date
2024-05-03 04:00:00   -1.5
dtype: float64","date
2024-05-03 04:00:00   -0.67
dtype: float64",884576708,3022546891
AMGN,2024-08-06,AMC,"date
2024-08-06 04:00:00   NaN
2024-08-07 04:00:00   NaN
dtype: float64","date
2024-08-07 04:00:00    0.63
dtype: float64","date
2024-08-07 04:00:00   -4.49
dtype: float64","date
2024-08-07 04:00:00   -2.64
dtype: float64",801483056,1482452833
AMGN,2024-10-30,AMC,"date
2024-10-30 04:00:00   NaN
2024-10-31 04:00:00   NaN
dtype: float64","date
2024-10-31 04:00:00    1.8
dtype: float64","date
2024-10-31 04:00:00   -0.64
dtype: float64","date
2024-10-31 04:00:00    0.78
dtype: float64",701632219,862041966
AMGN,2025-05-01,AMC,"date
2025-05-01 04:00:00   NaN
2025-05-02 04:00:00   NaN
dtype: float64","date
2025-05-02 04:00:00    0.04
dtype: float64","date
2025-05-02 04:00:00   -5.59
dtype: float64","date
2025-05-02 04:00:00   -3.53
dtype: float64",835075149,1322625865
AMGN,2025-08-05,AMC,"date
2025-08-05 04:00:00   NaN
2025-08-06 04:00:00   NaN
dtype: float64","date
2025-08-06 04:00:00    1.03
dtype: float64","date
2025-08-06 04:00:00   -4.69
dtype: float64","date
2025-08-06 04:00:00   -3.67
dtype: float64",799447029,1352317590
AMGN,2025-11-04,AMC,"date
2025-11-04 05:00:00   NaN
2025-11-05 05:00:00   NaN
dtype: float64","date
2025-11-05 05:00:00    6.55
dtype: float64","date
2025-11-05 05:00:00   -0.33
dtype: float64","date
2025-11-05 05:00:00    5.52
dtype: float64",1012498244,1662992856
ADI,2024-02-21,BMO,"date
2024-02-20 05:00:00   NaN
2024-02-21 05:00:00   NaN
dtype: float64","date
2024-02-21 05:00:00    2.12
dtype: float64","date
2024-02-21 05:00:00   -0.05
dtype: float64","date
2024-02-21 05:00:00    1.82
dtype: float64",871336594,1057315155
ADI,2024-05-22,BMO,"date
2024-05-21 04:00:00   NaN
2024-05-22 04:00:00   NaN
dtype: float64","date
2024-05-22 04:00:00    5.52
dtype: float64","date
2024-05-22 04:00:00   -1.33
dtype: float64","date
2024-05-22 04:00:00    5.43
dtype: float64",742816315,2151668576
ADI,2024-08-21,BMO,"date
2024-08-20 04:00:00   NaN
2024-08-21 04:00:00   NaN
dtype: float64","date
2024-08-21 04:00:00    3.2
dtype: float64","date
2024-08-21 04:00:00   -2.05
dtype: float64","date
2024-08-21 04:00:00   -0.88
dtype: float64",892673815,1284180466
ADI,2025-02-19,BMO,"date
2025-02-18 05:00:00   NaN
2025-02-19 05:00:00   NaN
dtype: float64","date
2025-02-19 05:00:00    5.43
dtype: float64","date
2025-02-19 05:00:00   -2.57
dtype: float64","date
2025-02-19 05:00:00    5.06
dtype: float64",1629671163,2251792981
ADI,2025-05-22,BMO,"date
2025-05-21 04:00:00   NaN
2025-05-22 04:00:00   NaN
dtype: float64","date
2025-05-22 04:00:00    1.33
dtype: float64","date
2025-05-22 04:00:00   -4.56
dtype: float64","date
2025-05-22 04:00:00   -4.3
dtype: float64",1131335130,1986111745
ADI,2025-08-20,BMO,"date
2025-08-19 04:00:00   NaN
2025-08-20 04:00:00   NaN
dtype: float64","date
2025-08-20 04:00:00    2.38
dtype: float64","date
2025-08-20 04:00:00   -4.83
dtype: float64","date
2025-08-20 04:00:00    2.16
dtype: float64",1052871603,2044326796
APO,2024-02-27,AMC,"date
2024-02-27 05:00:00   NaN
2024-02-28 05:00:00   NaN
dtype: float64","date
2024-02-28 05:00:00    1.68
dtype: float64","date
2024-02-28 05:00:00   -0.1
dtype: float64","date
2024-02-28 05:00:00    1.07
dtype: float64",210413601,388492737
APO,2025-02-24,AMC,"date
2025-02-24 05:00:00   NaN
2025-02-25 05:00:00   NaN
dtype: float64","date
2025-02-25 05:00:00    0.61
dtype: float64","date
2025-02-25 05:00:00   -4.59
dtype: float64","date
2025-02-25 05:00:00   -1.82
dtype: float64",647570639,854376324
APO,2024-08-07,AMC,"date
2024-08-07 04:00:00   NaN
2024-08-08 04:00:00   NaN
dtype: float64","date
2024-08-08 04:00:00    0.83
dtype: float64","date
2024-08-08 04:00:00   -2.49
dtype: float64","date
2024-08-08 04:00:00   -1.49
dtype: float64",399671361,572401347
APO,2025-05-07,BMO,"date
2025-05-06 04:00:00   NaN
2025-05-07 04:00:00   NaN
dtype: float64","date
2025-05-07 04:00:00    0.83
dtype: float64","date
2025-05-07 04:00:00   -1.3
dtype: float64","date
2025-05-07 04:00:00   -0.18
dtype: float64",502866546,523410065
APO,2025-08-07,BMO,"date
2025-08-06 04:00:00   NaN
2025-08-07 04:00:00   NaN
dtype: float64","date
2025-08-07 04:00:00    0.0
dtype: float64","date
2025-08-07 04:00:00   -7.84
dtype: float64","date
2025-08-07 04:00:00   -5.83
dtype: float64",465434410,787221150
AAPL,2025-10-31,BMO,"date
2025-10-30 04:00:00   NaN
2025-10-31 04:00:00   NaN
dtype: float64","date
2025-10-31 04:00:00    0.12
dtype: float64","date
2025-10-31 04:00:00   -2.83
dtype: float64","date
2025-10-31 04:00:00   -2.39
dtype: float64",18967205327,23867431399
AAPL,2024-02-01,AMC,"date
2024-02-01 05:00:00   NaN
2024-02-02 05:00:00   NaN
dtype: float64","date
2024-02-02 05:00:00    4.15
dtype: float64","date
2024-02-02 05:00:00   -0.34
dtype: float64","date
2024-02-02 05:00:00    3.33
dtype: float64",12124487338,18444945164
AAPL,2024-05-02,AMC,"date
2024-05-02 04:00:00   NaN
2024-05-03 04:00:00   NaN
dtype: float64","date
2024-05-03 04:00:00    0.19
dtype: float64","date
2024-05-03 04:00:00   -2.14
dtype: float64","date
2024-05-03 04:00:00   -1.75
dtype: float64",16302006742,30464963824
AAPL,2024-08-01,AMC,"date
2024-08-01 04:00:00   NaN
2024-08-02 04:00:00   NaN
dtype: float64","date
2024-08-02 04:00:00    2.94
dtype: float64","date
2024-08-02 04:00:00   -0.66
dtype: float64","date
2024-08-02 04:00:00    0.32
dtype: float64",13647717486,23135349924
AAPL,2025-01-31,BMO,"date
2025-01-30 05:00:00   NaN
2025-01-31 05:00:00   NaN
dtype: float64","date
2025-01-31 05:00:00    0.0
dtype: float64","date
2025-01-31 05:00:00   -5.56
dtype: float64","date
2025-01-31 05:00:00   -4.53
dtype: float64",13223850507,24984760890
AAPL,2025-05-02,BMO,"date
2025-05-01 04:00:00   NaN
2025-05-02 04:00:00   NaN
dtype: float64","date
2025-05-02 04:00:00    0.44
dtype: float64","date
2025-05-02 04:00:00   -1.91
dtype: float64","date
2025-05-02 04:00:00   -0.36
dtype: float64",12237245791,20817278881
AAPL,2025-08-01,BMO,"date
2025-07-31 04:00:00   NaN
2025-08-01 04:00:00   NaN
dtype: float64","date
2025-08-01 04:00:00    1.29
dtype: float64","date
2025-08-01 04:00:00   -4.44
dtype: float64","date
2025-08-01 04:00:00   -4.02
dtype: float64",16750573322,22021575149
AMAT,2024-02-27,AMC,"date
2024-02-27 05:00:00   NaN
2024-02-28 05:00:00   NaN
dtype: float64","date
2024-02-28 05:00:00    0.35
dtype: float64","date
2024-02-28 05:00:00   -1.01
dtype: float64","date
2024-02-28 05:00:00   -0.48
dtype: float64",1048201557,1232206864
AMAT,2025-02-20,AMC,"date
2025-02-20 05:00:00   NaN
2025-02-21 05:00:00   NaN
dtype: float64","date
2025-02-21 05:00:00    0.07
dtype: float64","date
2025-02-21 05:00:00   -3.14
dtype: float64","date
2025-02-21 05:00:00   -2.36
dtype: float64",1177025336,1297259095
APTV,2025-10-30,AMC,"date
2025-10-30 04:00:00   NaN
2025-10-31 04:00:00   NaN
dtype: float64","date
2025-10-31 04:00:00    1.25
dtype: float64","date
2025-10-31 04:00:00   -0.49
dtype: float64","date
2025-10-31 04:00:00    0.0
dtype: float64",239505115,242390950
ACGL,2025-02-27,AMC,"date
2025-02-27 05:00:00   NaN
2025-02-28 05:00:00   NaN
dtype: float64","date
2025-02-28 05:00:00    1.38
dtype: float64","date
2025-02-28 05:00:00   -1.25
dtype: float64","date
2025-02-28 05:00:00   -0.08
dtype: float64",187295020,239522151
ACGL,2024-05-09,AMC,"date
2024-05-09 04:00:00   NaN
2024-05-10 04:00:00   NaN
dtype: float64","date
2024-05-10 04:00:00    0.64
dtype: float64","date
2024-05-10 04:00:00   -0.46
dtype: float64","date
2024-05-10 04:00:00   -0.16
dtype: float64",85655995,142340488
ACGL,2024-08-06,AMC,"date
2024-08-06 04:00:00   NaN
2024-08-07 04:00:00   NaN
dtype: float64","date
2024-08-07 04:00:00    1.66
dtype: float64","date
2024-08-07 04:00:00   -0.03
dtype: float64","date
2024-08-07 04:00:00    0.45
dtype: float64",135489569,148149890
ACGL,2025-05-07,AMC,"date
2025-05-07 04:00:00   NaN
2025-05-08 04:00:00   NaN
dtype: float64","date
2025-05-08 04:00:00    1.94
dtype: float64","date
2025-05-08 04:00:00   -0.62
dtype: float64","date
2025-05-08 04:00:00    1.4
dtype: float64",113457750,149954858
ACGL,2025-08-05,AMC,"date
2025-08-05 04:00:00   NaN
2025-08-06 04:00:00   NaN
dtype: float64","date
2025-08-06 04:00:00    1.32
dtype: float64","date
2025-08-06 04:00:00   -0.43
dtype: float64","date
2025-08-06 04:00:00    0.92
dtype: float64",154548476,212247661
ADM,2024-03-12,BMO,"date
2024-03-11 04:00:00   NaN
2024-03-12 04:00:00   NaN
dtype: float64","date
2024-03-12 04:00:00    2.42
dtype: float64","date
2024-03-12 04:00:00   -0.7
dtype: float64","date
2024-03-12 04:00:00   -0.02
dtype: float64",286061167,623655109
ADM,2025-02-20,AMC,"date
2025-02-20 05:00:00   NaN
2025-02-21 05:00:00   NaN
dtype: float64","date
2025-02-21 05:00:00    3.72
dtype: float64","date
2025-02-21 05:00:00   -0.51
dtype: float64","date
2025-02-21 05:00:00    3.1
dtype: float64",125891914,256487853
ANET,2025-02-18,AMC,"date
2025-02-18 05:00:00   NaN
2025-02-19 05:00:00   NaN
dtype: float64","date
2025-02-19 05:00:00    1.31
dtype: float64","date
2025-02-19 05:00:00   -2.76
dtype: float64","date
2025-02-19 05:00:00   -0.56
dtype: float64",2317562763,2509240833
ANET,2024-05-07,AMC,"date
2024-05-07 04:00:00   NaN
2024-05-08 04:00:00   NaN
dtype: float64","date
2024-05-08 04:00:00    4.89
dtype: float64","date
2024-05-08 04:00:00   -2.41
dtype: float64","date
2024-05-08 04:00:00    3.01
dtype: float64",1113149584,2165696276
ANET,2024-07-30,AMC,"date
2024-07-30 04:00:00   NaN
2024-07-31 04:00:00   NaN
dtype: float64","date
2024-07-31 04:00:00    3.46
dtype: float64","date
2024-07-31 04:00:00   -2.07
dtype: float64","date
2024-07-31 04:00:00    2.53
dtype: float64",1328579381,1879286084
ANET,2024-11-07,AMC,"date
2024-11-07 05:00:00   NaN
2024-11-08 05:00:00   NaN
dtype: float64","date
2024-11-08 05:00:00    2.82
dtype: float64","date
2024-11-08 05:00:00   -2.2
dtype: float64","date
2024-11-08 05:00:00   -1.48
dtype: float64",1403550683,2572224799
ANET,2025-05-06,AMC,"date
2025-05-06 04:00:00   NaN
2025-05-07 04:00:00   NaN
dtype: float64","date
2025-05-07 04:00:00    1.75
dtype: float64","date
2025-05-07 04:00:00   -3.59
dtype: float64","date
2025-05-07 04:00:00    0.66
dtype: float64",1313920893,1533024385
ANET,2025-08-05,AMC,"date
2025-08-05 04:00:00   NaN
2025-08-06 04:00:00   NaN
dtype: float64","date
2025-08-06 04:00:00    4.29
dtype: float64","date
2025-08-06 04:00:00   -0.17
dtype: float64","date
2025-08-06 04:00:00    3.73
dtype: float64",1735315566,3478149333
ANET,2025-11-04,AMC,"date
2025-11-04 05:00:00   NaN
2025-11-05 05:00:00   NaN
dtype: float64","date
2025-11-05 05:00:00    3.74
dtype: float64","date
2025-11-05 05:00:00   -1.86
dtype: float64","date
2025-11-05 05:00:00   -1.58
dtype: float64",1386003259,2268589963
AIZ,2025-02-20,AMC,"date
2025-02-20 05:00:00   NaN
2025-02-21 05:00:00   NaN
dtype: float64","date
2025-02-21 05:00:00    0.43
dtype: float64","date
2025-02-21 05:00:00   -1.14
dtype: float64","date
2025-02-21 05:00:00   -0.55
dtype: float64",82913093,220230197
AIZ,2024-05-09,AMC,"date
2024-05-09 04:00:00   NaN
2024-05-10 04:00:00   NaN
dtype: float64","date
2024-05-10 04:00:00    0.0
dtype: float64","date
2024-05-10 04:00:00   -2.7
dtype: float64","date
2024-05-10 04:00:00   -1.94
dtype: float64",53667592,77123160
AIZ,2024-08-08,AMC,"date
2024-08-08 04:00:00   NaN
2024-08-09 04:00:00   NaN
dtype: float64","date
2024-08-09 04:00:00    4.04
dtype: float64","date
2024-08-09 04:00:00   -0.18
dtype: float64","date
2024-08-09 04:00:00    3.92
dtype: float64",53968268,66430977
AIZ,2025-11-06,AMC,"date
2025-11-06 05:00:00   NaN
2025-11-07 05:00:00   NaN
dtype: float64","date
2025-11-07 05:00:00    3.45
dtype: float64","date
2025-11-07 05:00:00   -0.98
dtype: float64","date
2025-11-07 05:00:00    2.76
dtype: float64",66258220,98662495
T,2024-10-29,AMC,"date
2024-10-29 04:00:00   NaN
2024-10-30 04:00:00   NaN
dtype: float64","date
2024-10-30 04:00:00    0.56
dtype: float64","date
2024-10-30 04:00:00   -1.04
dtype: float64","date
2024-10-30 04:00:00   -0.5
dtype: float64",725531998,802543077
T,2025-04-29,AMC,"date
2025-04-29 04:00:00   NaN
2025-04-30 04:00:00   NaN
dtype: float64","date
2025-04-30 04:00:00    1.05
dtype: float64","date
2025-04-30 04:00:00   -1.01
dtype: float64","date
2025-04-30 04:00:00    0.36
dtype: float64",682930439,1073008843
ATO,2024-02-06,AMC,"date
2024-02-06 05:00:00   NaN
2024-02-07 05:00:00   NaN
dtype: float64","date
2024-02-07 05:00:00    0.0
dtype: float64","date
2024-02-07 05:00:00   -2.32
dtype: float64","date
2024-02-07 05:00:00   -1.17
dtype: float64",131023542,139026763
ATO,2024-05-08,AMC,"date
2024-05-08 04:00:00   NaN
2024-05-09 04:00:00   NaN
dtype: float64","date
2024-05-09 04:00:00    1.86
dtype: float64","date
2024-05-09 04:00:00   -1.38
dtype: float64","date
2024-05-09 04:00:00    0.36
dtype: float64",119578732,223972784
ATO,2024-08-07,AMC,"date
2024-08-07 04:00:00   NaN
2024-08-08 04:00:00   NaN
dtype: float64","date
2024-08-08 04:00:00    0.58
dtype: float64","date
2024-08-08 04:00:00   -1.27
dtype: float64","date
2024-08-08 04:00:00   -0.59
dtype: float64",140633816,157988013
ATO,2025-02-04,AMC,"date
2025-02-04 05:00:00   NaN
2025-02-05 05:00:00   NaN
dtype: float64","date
2025-02-05 05:00:00    1.76
dtype: float64","date
2025-02-05 05:00:00   -0.67
dtype: float64","date
2025-02-05 05:00:00    0.81
dtype: float64",151055641,186923365
ATO,2025-05-07,AMC,"date
2025-05-07 04:00:00   NaN
2025-05-08 04:00:00   NaN
dtype: float64","date
2025-05-08 04:00:00    0.87
dtype: float64","date
2025-05-08 04:00:00   -3.11
dtype: float64","date
2025-05-08 04:00:00   -2.86
dtype: float64",216723954,305753408
ATO,2025-08-06,AMC,"date
2025-08-06 04:00:00   NaN
2025-08-07 04:00:00   NaN
dtype: float64","date
2025-08-07 04:00:00    3.38
dtype: float64","date
2025-08-07 04:00:00   -0.05
dtype: float64","date
2025-08-07 04:00:00    1.07
dtype: float64",221387522,328340392
ADSK,2024-06-10,AMC,"date
2024-06-10 04:00:00   NaN
2024-06-11 04:00:00   NaN
dtype: float64","date
2024-06-11 04:00:00    2.03
dtype: float64","date
2024-06-11 04:00:00   -2.44
dtype: float64","date
2024-06-11 04:00:00    0.24
dtype: float64",414946794,783850863
ADSK,2025-03-06,AMC,"date
2025-03-06 05:00:00   NaN
2025-03-07 05:00:00   NaN
dtype: float64","date
2025-03-07 05:00:00    0.68
dtype: float64","date
2025-03-07 05:00:00   -2.85
dtype: float64","date
2025-03-07 05:00:00    0.07
dtype: float64",427486689,895120875
ADSK,2024-06-10,AMC,"date
2024-06-10 04:00:00   NaN
2024-06-11 04:00:00   NaN
dtype: float64","date
2024-06-11 04:00:00    2.03
dtype: float64","date
2024-06-11 04:00:00   -2.44
dtype: float64","date
2024-06-11 04:00:00    0.24
dtype: float64",414946794,783850863
ADSK,2025-05-29,AMC,"date
2025-05-29 04:00:00   NaN
2025-05-30 04:00:00   NaN
dtype: float64","date
2025-05-30 04:00:00    0.17
dtype: float64","date
2025-05-30 04:00:00   -1.27
dtype: float64","date
2025-05-30 04:00:00   -0.46
dtype: float64",371454930,1348809545
AZO,2025-10-27,AMC,"date
2025-10-27 04:00:00   NaN
2025-10-28 04:00:00   NaN
dtype: float64","date
2025-10-28 04:00:00    2.47
dtype: float64","date
2025-10-28 04:00:00    0.0
dtype: float64","date
2025-10-28 04:00:00    0.47
dtype: float64",484404670,532022842
AVY,2024-02-21,AMC,"date
2024-02-21 05:00:00   NaN
2024-02-22 05:00:00   NaN
dtype: float64","date
2024-02-22 05:00:00    2.09
dtype: float64","date
2024-02-22 05:00:00   -0.31
dtype: float64","date
2024-02-22 05:00:00    2.08
dtype: float64",75924042,121354736
AVY,2025-10-28,AMC,"date
2025-10-28 04:00:00   NaN
2025-10-29 04:00:00   NaN
dtype: float64","date
2025-10-29 04:00:00    0.88
dtype: float64","date
2025-10-29 04:00:00   -1.55
dtype: float64","date
2025-10-29 04:00:00   -1.35
dtype: float64",89990999,139259296
AXON,2024-02-27,AMC,"date
2024-02-27 05:00:00   NaN
2024-02-28 05:00:00   NaN
dtype: float64","date
2024-02-28 05:00:00    13.61
dtype: float64","date
2024-02-28 05:00:00   -2.03
dtype: float64","date
2024-02-28 05:00:00    10.16
dtype: float64",228785729,746283616
AXON,2024-05-06,AMC,"date
2024-05-06 04:00:00   NaN
2024-05-07 04:00:00   NaN
dtype: float64","date
2024-05-07 04:00:00    1.5
dtype: float64","date
2024-05-07 04:00:00   -2.54
dtype: float64","date
2024-05-07 04:00:00   -0.03
dtype: float64",253493429,319611635
AXON,2024-08-06,AMC,"date
2024-08-06 04:00:00   NaN
2024-08-07 04:00:00   NaN
dtype: float64","date
2024-08-07 04:00:00    11.5
dtype: float64","date
2024-08-07 04:00:00   -1.85
dtype: float64","date
2024-08-07 04:00:00    5.83
dtype: float64",315868300,1124354550
AXON,2024-11-07,AMC,"date
2024-11-07 05:00:00   NaN
2024-11-08 05:00:00   NaN
dtype: float64","date
2024-11-08 05:00:00    13.31
dtype: float64","date
2024-11-08 05:00:00   -4.63
dtype: float64","date
2024-11-08 05:00:00    11.7
dtype: float64",390265781,2142169200
AXON,2025-05-07,AMC,"date
2025-05-07 04:00:00   NaN
2025-05-08 04:00:00   NaN
dtype: float64","date
2025-05-08 04:00:00    8.03
dtype: float64","date
2025-05-08 04:00:00   -0.27
dtype: float64","date
2025-05-08 04:00:00    6.26
dtype: float64",534030995,1094307119
AXON,2025-08-04,AMC,"date
2025-08-04 04:00:00   NaN
2025-08-05 04:00:00   NaN
dtype: float64","date
2025-08-05 04:00:00    8.3
dtype: float64","date
2025-08-05 04:00:00   -1.84
dtype: float64","date
2025-08-05 04:00:00    6.0
dtype: float64",573436184,2073606278
AXON,2025-11-04,AMC,"date
2025-11-04 05:00:00   NaN
2025-11-05 05:00:00   NaN
dtype: float64","date
2025-11-05 05:00:00    16.59
dtype: float64","date
2025-11-05 05:00:00   -0.68
dtype: float64","date
2025-11-05 05:00:00    13.42
dtype: float64",799982444,2741949409
BKR,2024-10-23,AMC,"date
2024-10-23 04:00:00   NaN
2024-10-24 04:00:00   NaN
dtype: float64","date
2024-10-24 04:00:00    0.24
dtype: float64","date
2024-10-24 04:00:00   -2.05
dtype: float64","date
2024-10-24 04:00:00   -0.86
dtype: float64",319925347,326134153
BAC,2024-04-30,AMC,"date
2024-04-30 04:00:00   NaN
2024-05-01 04:00:00   NaN
dtype: float64","date
2024-05-01 04:00:00    0.79
dtype: float64","date
2024-05-01 04:00:00   -1.18
dtype: float64","date
2024-05-01 04:00:00   -0.7
dtype: float64",1120805103,1201045849
BAC,2024-07-30,AMC,"date
2024-07-30 04:00:00   NaN
2024-07-31 04:00:00   NaN
dtype: float64","date
2024-07-31 04:00:00    0.36
dtype: float64","date
2024-07-31 04:00:00   -2.45
dtype: float64","date
2024-07-31 04:00:00   -2.23
dtype: float64",1823055740,2096610602
BAC,2024-10-29,AMC,"date
2024-10-29 04:00:00   NaN
2024-10-30 04:00:00   NaN
dtype: float64","date
2024-10-30 04:00:00    2.85
dtype: float64","date
2024-10-30 04:00:00   -0.17
dtype: float64","date
2024-10-30 04:00:00    1.44
dtype: float64",948994090,1589173481
BAC,2025-07-31,AMC,"date
2025-07-31 04:00:00   NaN
2025-08-01 04:00:00   NaN
dtype: float64","date
2025-08-01 04:00:00    0.11
dtype: float64","date
2025-08-01 04:00:00   -2.24
dtype: float64","date
2025-08-01 04:00:00   -1.51
dtype: float64",1891571115,2425111905
BAX,2024-05-02,BMO,"date
2024-05-01 04:00:00   NaN
2024-05-02 04:00:00   NaN
dtype: float64","date
2024-05-02 04:00:00    0.13
dtype: float64","date
2024-05-02 04:00:00   -7.42
dtype: float64","date
2024-05-02 04:00:00   -5.6
dtype: float64",135467811,422700598
BAX,2024-08-06,BMO,"date
2024-08-05 04:00:00   NaN
2024-08-06 04:00:00   NaN
dtype: float64","date
2024-08-06 04:00:00    7.66
dtype: float64","date
2024-08-06 04:00:00   -2.94
dtype: float64","date
2024-08-06 04:00:00    5.55
dtype: float64",208641708,411954492
BAX,2025-05-06,AMC,"date
2025-05-06 04:00:00   NaN
2025-05-07 04:00:00   NaN
dtype: float64","date
2025-05-07 04:00:00    3.03
dtype: float64","date
2025-05-07 04:00:00   -0.43
dtype: float64","date
2025-05-07 04:00:00    2.43
dtype: float64",99419528,110870450
